Post_ID,Post_Time,Post_Text,Post_Sentiment,Numbered_Sentiment,Post_From
3834037706633755,2021-02-28 23:15:38,Adrian Hill director of Oxford University's Jenner Institute and the co-creator of the AstraZeneca-Oxford COVID-19 vaccine that has been newly approved for use in Canada tells Power & Politics the vaccine has shown that it can prevent severe illness.,4,CBCVancouver
3834015369969322,2021-02-28 22:15:29,Online learning. Stunted careers. Relationships that never had a chance to blossom and opportunities that might never materialize. CBC News spoke to six young adults about how the first year of the pandemic has affected their lives.,4,CBCVancouver
3833187936718732,2021-02-28 14:15:27,Point of View: It's no secret the days of a pandemic kind of suck so say it out loud! But if we shout out the bad things we need to shout out the good in equal measure.CBC.CAPOINT OF VIEW | How to help your kids hold onto hope during the dark days of the pandemic | CBC News,4,CBCVancouver
3830745820296277,2021-02-27 14:45:01,Online learning. Stunted careers. Relationships that never had a chance to blossom and opportunities that might never materialize. CBC News spoke to six young adults about how the first year of the pandemic has affected their lives.,4,CBCVancouver
3830154080355451,2021-02-27 13:15:11,If you allow them to take that small risk you're preventing the people that are going to fatigue and say 'Well I'm just going to have my family over we've been fine we've been isolating for weeks I deserve this' and then have COVID transmission that way.CBC.CAWhy we need to rethink COVID-19 risk as the weather warms up | CBC News,3,CBCVancouver
3828979677139558,2021-02-27 01:19:35,Positive cases have been confirmed at Queen Elizabeth Secondary School Frank Hurt Secondary School and M.B. Sanford Elementary School.CBC.CACOVID-19 variant of concern confirmed at 3 more schools in Surrey B.C. | CBC News,4,CBCVancouver
3828441087193417,2021-02-27 00:45:39,These are the things the chains of transmission that we need to stop as soon as we can.CBC.CAB.C. must break chains of transmission official says as 300 COVID-19 cases linked to pub's 1 trivia night | CBC News,0,CBCVancouver
3827555483948644,2021-02-26 18:37:34,A total of 1355 people in B.C. have lost their lives due to COVID-19.CBC.CAB.C. records 521 new cases of COVID-19 as active cases reach highest number in 6 weeks | CBC News,2,CBCVancouver
3826354877402038,2021-02-26 16:15:05,B.C.'s provincial health officer says the province recognizes not all seniors have access to technology and health-care workers will reach out to seniors directly.CBC.CAFrustration grows among B.C. seniors over lack of COVID-19 vaccine information | CBC News,0,CBCVancouver
3825499687487557,2021-02-26 11:15:46,This means potential for rapid growth if we are not careful.CBC.CAWhat you need to know about COVID-19 in B.C. for Feb. 26 | CBC News,3,CBCVancouver
1072222516596318,2021-02-26 01:55:12,Tonight on CBC Vancouver News at 11:Dr. Bonnie Henry faces more public backlash but is not easing restrictions how the pandemic is driving a boom in house sales in Metro Vancouver and local flower growers and soap makers say pandemic rules at farmers' markets need to change.,4,CBCVancouver
3822498657787660,2021-02-26 01:15:37,In British Columbia and Quebec meanwhile Davis says it appears pharmacists could play a role at the mass vaccination sites but not within the drugstores themselves.CBC.CALoblaw ready to call on pharmacists supply chain to help COVID-19 vaccine rollout | CBC News,0,CBCVancouver
3824109270959932,2021-02-26 01:00:08,Tonight on CBC Vancouver News at 11:Dr. Bonnie Henry faces more public backlash but is not easing restrictions how the pandemic is driving a boom in house sales in Metro Vancouver and local flower growers and soap makers say pandemic rules at farmers' markets need to change.WATCH LIVE: CBC Vancouver News at 11 for Feb. 25 - Restrictions persist Housing sales Farmer’s markets,4,CBCVancouver
3822468941123965,2021-02-26 00:15:34,A shortage of semiconductors — the microchips needed in everything from military equipment to coffee makers — is causing delays around the world disrupting supply chains for smartphones and causing major problems in the auto industry.CBC.CAPlaystations scarce automakers stalled amid pandemic supply-line disruptions | CBC News,2,CBCVancouver
426433155325603,2021-02-25 20:58:12,Tonight on CBC Vancouver News:Dr. Bonnie Henry faces more public backlash but is not easing restrictions how the pandemic is driving a boom in house sales in Metro Vancouver and a B.C. teen sent home for what she was wearing gets more support from fellow students.,4,CBCVancouver
3822625344441658,2021-02-25 20:33:44,Tonight on CBC Vancouver News:Dr. Bonnie Henry faces more public backlash but is not easing restrictions how the pandemic is driving a boom in house sales in Metro Vancouver and a B.C. teen sent home for what she was wearing gets more support from fellow students.WATCH LIVE: CBC Vancouver News at 6,4,CBCVancouver
3821373831233476,2021-02-25 12:15:23,People still need to err on the side of caution and keep their guard up awhile longer whether vaccinated or not.CBC.CASo you got your COVID-19 shot. Does that mean life goes back to normal? | CBC News,2,CBCVancouver
3821355834568609,2021-02-25 11:15:27,A recent survey shows millennials are among those purchasing homes in the pandemic — often for the first time.CBC.CASpike in B.C. home sales attributed to remote work increased savings | CBC News,3,CBCVancouver
3821337704570422,2021-02-25 10:15:11,Vaccinating our entire population is a monumental task that must account for the diversity of our geography and our populationCBC.CAWhat you need to know about COVID-19 in B.C. for Feb. 25 | CBC News,0,CBCVancouver
330237565096823,2021-02-25 01:55:11,Tonight on CBC Vancouver News at 11:B.C.’s expanded COVID-19 vaccination workforce is ready and waiting to get to work teenager hit and run victim continues long road to recovery as suspect remains free and the changes to B.C.’s campsite reservation system.,4,CBCVancouver
3819803218057204,2021-02-25 01:38:45,Tonight on CBC Vancouver News at 11:B.C.’s expanded COVID-19 vaccination workforce is ready and waiting to get to work teenager hit and run victim continues long road to recovery as suspect remains free and the changes to B.C.’s campsite reservation system.WATCH LIVE: CBC Vancouver News at 11 for Feb. 24 - Vaccination volunteers Teen recovering Camping reservations,4,CBCVancouver
747335812588468,2021-02-24 20:58:12,Tonight on CBC Vancouver News:B.C.’s expanded COVID-19 vaccination workforce ready and waiting to get to work young hit & run victim starts long road to recovery as suspect is still on the loose and the changes to B.C.’s campsite reservation system.,3,CBCVancouver
3818190448218481,2021-02-24 20:32:34,Tonight on CBC Vancouver News:B.C.’s expanded COVID-19 vaccination workforce ready and waiting to get to work young hit & run victim starts long road to recovery as suspect is still on the loose and the changes to B.C.’s campsite reservation system.WATCH LIVE: CBC Vancouver News at 6,3,CBCVancouver
3817429011627958,2021-02-24 18:15:28,BREAKING NEWS: B.C. health officials announced 456 new cases of COVID-19 and two more deaths on Wednesday.CBC.CAOfficials ready for 'monumental task' of mass vaccinations as B.C. records 456 new cases | CBC News,4,CBCVancouver
3816648071706052,2021-02-24 17:15:58,The Migrant Rights Network says it fears that countless migrant and undocumented workers won't get vaccinated because of their immigration status.CBC.CAAdvocacy groups call for COVID-19 vaccine plan for migrants undocumented workers | CBC News,0,CBCVancouver
3815744945129698,2021-02-24 11:15:46,So far 224354 doses of COVID-19 vaccine have been administered including 58896 second doses.CBC.CAWhat you need to know about COVID-19 in B.C. for Feb. 24 | CBC News,3,CBCVancouver
3815720695132123,2021-02-24 09:15:14,So is Canada destined for a third wave? Or will we be able to adequately respond to the threat of variants spreading across the country to avoid one altogether?CBC.CAWhat a 3rd wave of COVID-19 could look like in Canada — and how we can avoid it | CBC News,4,CBCVancouver
3813005438736982,2021-02-23 22:45:00,We are hosting two free virtual one-hour discussions about the COVID-19 vaccine and how it affects Indigenous and multicultural communities. ⁠⁠Head to cbc.ca/ourshot to register for one of the following conversations on Wednesday March 3:⁠⁠4:30 p.m. – Community Conversation: COVID-19 vaccines and Indigenous communities.⁠⁠CBC Vancouver's Angela Sterritt and Dr. Shannon McDonald Acting Chief Medical Officer First Nations Health Authority for a discussion about the cultural and geographical considerations of COVID-19 vaccine distribution in B.C.'s Indigenous communities. ⁠⁠6:00 p.m. – Community Conversation: COVID-19 vaccines and multicultural communities⁠⁠CBC Vancouver's Anita Bathe for a discussion about the COVID-19 vaccine and effective rollout and communication in B.C.'s multicultural communities. Guest TBD.,4,CBCVancouver
3813865071984352,2021-02-23 22:15:00,B.C.'s provincial health officer says we need to continue doing our part to manage the pandemic as the province gets ready to deliver vaccines to the first age group. cbc.ca/1.5925142,4,CBCVancouver
3065479037012908,2021-02-23 20:58:13,Tonight on CBC Vancouver News:How the vaccine has become a game changer in B.C.’s COVID-ravaged long-term care homes young adults share how they’ve struggled during the pandemic and why coyotes are biting joggers in Stanley Park.,1,CBCVancouver
3813844848653041,2021-02-23 20:32:20,Tonight on CBC Vancouver News:How the vaccine has become a game changer in B.C.’s COVID-ravaged long-term care homes young adults share how they’ve struggled during the pandemic and why coyotes are biting joggers in Stanley Park.WATCH LIVE: CBC Vancouver News at 6,2,CBCVancouver
