Post_ID,Post_Time,Post_Text,Post_Sentiment,Numbered_Sentiment,Post_From
3764320093604582,2021-02-28 18:30:05,ICYMI: The new COVID-19 variants require more precautions. This is why changes have been made by the province to the School Screening Tools. Find out more here: ottawapublichealth.ca/SchoolsCOVID19,4,ottawahealth
3763838976986027,2021-02-28 13:25:02,Participating in games on the ice indoors or outside?Remember to wear a mask keep 2m distance and stay home if you are sick.Be #CovidWise and #SportSmart!,0,ottawahealth
3761836767186248,2021-02-27 17:30:06,In a rut with your eating and drinking habits after almost a year living in a pandemic? Looking to make some changes? You’re not alone. Check out Health Canada for some tips on how to make healthy changes that last: https://food-guide.canada.ca/en/tips-for-healthy-eating/diets-food-trends/,4,ottawahealth
3757434384293153,2021-02-26 14:36:51,Please share.Starting tomorrow we'll be using automated phone calls to contact Ottawa's home-care patients in some higher-priority neighbourhoods who are soon able to get their vaccine.If you get a call kindly answer & follow the instructions. Thank you. More info: OttawaPublicHealth.ca/HomeCareVaccineOTTAWAPUBLICHEALTH.CACOVID-19 Vaccine,4,ottawahealth
3756462851056973,2021-02-26 11:05:04,How do mRNA vaccines work? What are the possible side effects of the COVID-19 vaccines? Answers to these questions and more are now available in American Sign Language and langue des signes québécoise! For videos and resources visit: https://bit.ly/3l1QaLQ,4,ottawahealth
3756084797761445,2021-02-26 08:10:03,ICYMI: our updated COVID-19 vaccine page is now live! The page includes info on the COVID-19 vaccines answers to your FAQs & info on vaccine distribution in Ottawa.The page will be updated regularly as the vaccine distribution continues. Check it out! OttawaPublicHealth.ca/COVID19Vaccine,3,ottawahealth
3752751778094747,2021-02-25 15:20:23,NEW: we're launching our updated COVID-19 vaccine page! The page includes info on the COVID-19 vaccines answers to your FAQs & info on vaccine distribution in Ottawa.The page will be updated regularly as the vaccine distribution continues. Check it out! OttawaPublicHealth.ca/COVID19Vaccine,3,ottawahealth
254908926107600,2021-02-25 12:15:12,Were the COVID-19 vaccine(s) approved quicker in Canada than other vaccines? Find out in this short video.For more info: OttawaPublicHealth.ca/COVID19Vaccine,4,ottawahealth
3752044718165453,2021-02-25 09:01:56,FREE NASAL SWABS!!!!!That's right! Free nasal swabs are available! Quick & easy!! Installation included!! All you need to do is check out this website to see if you qualify: OttawaPublicHealth.ca/COVIDtesting,4,ottawahealth
1002547060154801,2021-02-25 08:30:05,Stay informed of case numbers in our community by checking out the COVID-19 Dashboard. It is updated daily at 12:30 pm and can be found here: OttawaPublicHealth.ca/COVIDDashboard,0,ottawahealth
3743288972374361,2021-02-23 14:45:05,Having a baby can be exciting scary fun challenging all at the same time. You are not alone. There are services and resources available to new parents during COVID-19.https://www.ottawapublichealth.ca/en/public-health-topics/mental-health-and-substance-use-services-and-resources.aspx#For-Postpartum-Families,4,ottawahealth
