Post_ID,Post_Time,Post_Text,Post_Sentiment,Numbered_Sentiment,Post_From
460292348266480,2020-11-21 06:54:45,https://indiandailypost.com/devotees-give-arghya-to-keep-covid-19-protocols-at-ease-chhath-puja-ends/INDIANDAILYPOST.COMDevotees give 'arghya' to keep Covid-19 protocols at ease Chhath Puja ends.,0,264641137831603
335893564039693,2020-06-02 04:58:40,https://virusncov.com/covid-statistics/usaVIRUSNCOV.COMUSA Covid-19 Cases and Deaths Statistics (Update Live Cases: 1859597 / Deaths: 106927),4,264641137831603
290537661908617,2020-03-24 06:32:50,May gamot na po Ba sa covid 19,0,264641137831603
304462610516122,2020-04-14 06:56:15,Dear LordTonight I pray that covid-19 will be gone by the end of April And all who suffers from this pandemic Covid-19 In the name of our LORD JESUS CHRIST through His victory at the Cross and Resurrection LIFE.. By His stripes we are all HEALED!!.. Amen HALLELUJAH! 🙏🙏🙏Prayer from Philippines 🇵🇭,1,264641137831603
323760438586339,2020-05-14 07:34:56,South China Morning PostMay 14 2020 at 5:27 AM ·The Philippines has extended its coronavirus lockdown but modified the terms to revive the economy.For the latest on the pandemic: sc.mp/covid19,4,264641137831603
304210230541360,2020-04-13 21:43:22,"Here's my 2nd video in the series ""Life of a wheelchair user under COVID-19 lockdown"" where I've shared my experiences related to mental health.CHECK it out and feel free to SHARE if you think it might help someone.P.S. I know I've said ""its very important"" like a gazillion times! :P Feel free to have a good laugh about that I did too while editing.https://youtu.be/x32Q3rr4r5c#covid19 #coronavirusoutbreak #covid19india #lockdown #hope #stayhomestaysafe #staypositve #lifeonwheelchair #motivation #mentalheath #stayhappykeephappyYOUTUBE.COMLife of a wheelchair user under COVID-19 lockdown - Part 2 Mental Health",4,264641137831603
303560790606304,2020-04-12 21:46:17,Stay home para I was covid 19,0,264641137831603
302537347375315,2020-04-11 11:52:32,If you or anyone around you have contracted covid-19 please don't hesitate to contact us.we have a very professional team and the treatment is totally free.,4,264641137831603
301079827521067,2020-04-09 05:42:08,Covid-19: Malaysia reports 109 new cases death toll now at 67Sparke Autoparts is feeling positive.April 9 2020 at 9:40 AM ·Covid-19: Malaysia reports 109 new cases death toll now at 67Read more at: https://www.thestar.com.my/news/nation/2020/04/09/covid-19-109-new-cases-death-toll-now-at-67Updated 09 April 2020.#Sparke #Autoparts #covid19 #coronavirus #update #StaySafe #PrayForMalaysia,4,264641137831603
301453234150393,2020-04-09 19:16:30,Updates status of covid 19 here in phillppines,0,264641137831603
