Post_ID,Post_Time,Post_Text,Post_Sentiment,Numbered_Sentiment,Post_From
10159119966609002,2021-02-16 19:01:00,“No matter where we live the COVID-19 pandemic affects every person – children most of all. We need to rally the world behind a practical and concrete plan to protect our children.”UNICEF Executive Director Henrietta Fore in an open letter on how we can reimagine a better world for every child.UNICEF.ORGFive opportunities for children we must seize now,4,unicef
10159150023784002,2021-03-01 08:23:50,Today Côte d'Ivoire made history as one of the first African countries to vaccinate people against COVID-19 through COVAX - starting with health workers and teachers.UNICEF and partners are supporting the government through training cold chain strengthening and awareness campaigns.COVAX is a global initiative co-led by UNICEF World Health Organization (WHO) Gavi the Vaccine Alliance and the Coalition for Epidemic Preparedness Innovations (CEPI).Together we can make sure vaccines are available to all.,0,unicef
10159149512079002,2021-03-01 00:15:02,Conflict poverty and COVID-19 are pushing Yemen to the brink of famine yet funding is falling far too short.The children of Yemen need urgent help. 👇UNICEF.ORGYemen crisis,0,unicef
10159148022404002,2021-02-28 11:45:06,8-year-old Jihan from Bangladesh attends online classes during COVID-19 school closures.Digital learning should be part of a basic basket of essential services. Yet millions of children and young people globally remain cut off from education due to a lack of access to the internet and to digital devices at home.Investment in digital learning is critical to ensure every child gets the quality education they need and deserve.,2,unicef
10159147623734002,2021-02-28 09:01:29,“The word ‘recovery’ often sounds like something hard to do but very beautiful. But again it depends on one's perception of beauty. Recovery is messy. It is never linear. Especially if what you're recovering from isn't physical.”⁣⁣Artjola 21 from Kosovo on managing her mental health.COVID-19 has turned lives upside down. Now more than ever we cannot let shame and discrimination stand in the way of young people seeking support.⁣From Voices of Youth - our community for youth by youth.⁣,3,unicef
10159147016399002,2021-02-28 00:10:02,This is how in the midst of COVID-19 heroic health workers in Bangladesh managed to vaccinate 36 million children against measles and rubella.UNICEF.ORGA ‘dry run’ for COVID-19 vaccine delivery in Bangladesh,4,unicef
10159145595854002,2021-02-27 11:45:05,“I love my school and teacher a lot” says five-year-old Jana from Jordan on her first day back in class.UNICEF is working to provide every child with the best start to their education. In Jordan we’re supporting the most vulnerable families with cash transfers to enrol their children in kindergarten as in-person learning resumes during COVID-19.,4,unicef
10159145236844002,2021-02-27 09:01:38,COVID-19 has taken a toll on well-being.To give children and young people the care they need and deserve governments must increase investment in mental health services.⁣From Voices of Youth - our community for youth by youth.,0,unicef
10159143534449002,2021-02-27 00:15:00,Take 45 seconds to learn how COVID-19 vaccines really work - then spread the facts.,4,unicef
335758284494661,2021-02-26 08:39:46,“Happy and proud” Mohamadou Sy on the delivery of life-saving COVID-19 vaccines in Côte d'Ivoire through COVAX.Thanks to our partners @Gavi @WHO and the Coalition for Epidemic Preparedness Innovations (CEPI) many more countries are set to receive vaccines over the coming days and weeks in a tireless push to ensure equitable access for all.,4,unicef
10159142875919002,2021-02-26 06:53:06,An exciting delivery! Watch live as life-saving COVID-19 vaccines arrive in Côte d'Ivoire.The vaccines are being delivered by UNICEF through COVAX a partnership with World Health Organization (WHO) Gavi the Vaccine Alliance and CEPI which aims to provide all countries with COVID-19 vaccines regardless of their income.UNICEF Côte d'Ivoire was live.February 26 at 6:41 AM ·Cela se passe en ce moment à l’Aéroport international d’Abidjan.La Côte d’Ivoire est l’un des premiers pays à recevoir les vaccins #COVID-19 dans le cadre de l'initiative #COVAX pour assurer un accès équitable à tous.L'UNICEF est fière de soutenir la plus grande opération d'approvisionnement de vaccins à travers le monde.Un grand merci à tous nos partenaires !OMS CI - Organisation Mondiale de la Santé Côte d'Ivoire Ministère de la Santé et de l'Hygiène Publique Gavi the Vaccine Alliance,4,unicef
10159142397249002,2021-02-26 00:15:04,No child should fight in armed conflict.Yet hundreds of children have been recruited as militia fighters in DR Congo. Through conflict and COVID-19 UNICEF supported the reintegration of nearly 3000 children separated from armed groups last year.,3,unicef
10159139095784002,2021-02-25 12:15:00,Antibodies play a key role in protecting your body from harmful pathogens. But what about when a new virus like COVID-19 comes along?,3,unicef
10159141020109002,2021-02-25 11:45:07,9-year-old Rufaro from Zimbabwe uses her laptop to continue learning from home. But for 463 million children worldwide with poor connectivity and no digital devices there was no such thing as remote learning when COVID-19 shuttered schools.We must rapidly modernise education systems leveraging the one great equalizer that will unlock transformational change on a global scale: reaching every child and young person with quality digital learning.,3,unicef
10159083123629002,2021-02-25 08:55:36,Misinformation about COVID-19 is spreading faster than the disease. To save lives and stop the pandemic we must protect the truth about vaccines.,0,unicef
10159117842309002,2021-02-24 18:05:00,“On the current trajectory in just 20 years 1 in 4 children globally will be living in areas with extremely limited water resources. As adults we are responsible for the health of the planet we will leave to our children.”UNICEF Executive Director Henrietta Fore in an open letter on how we can reimagine a better post-COVID-19 world for every child.,4,unicef
10159138520759002,2021-02-24 11:45:10,“I am upset to stay at home... I miss my classes and friends” says 11-year-old Sowray who attends a UNICEF-supported learning centre in Bangladesh.Schools are central to children’s development safety and well-being. The longer they remain out of school the less likely they are to return. At least 24 million children are projected to drop out due to COVID-19.UNICEF is working together with governments and schools to keep children particularly the most vulnerable learning.,2,unicef
10159136177729002,2021-02-24 08:55:01,These three words will help you understand how vaccines protect against COVID-19.,0,unicef
10159137933004002,2021-02-24 07:12:39,This morning Ghana made history as the first country to receive COVID-19 vaccines through COVAX.It's the first of many shipments UNICEF will help deliver alongside World Health Organization (WHO) Gavi the Vaccine Alliance and the Coalition for Epidemic Preparedness Innovations (CEPI).,4,unicef
10159137633649002,2021-02-24 04:11:45,"Touch down! The first wave of COVID-19 vaccines has arrived in Ghana through the COVAX initiative.""Today marks the historic moment for which we have been planning and working so hard."" said UNICEF Executive Director Henrietta H. Fore.""With the first shipment of doses to Ghana we can begin to make good on the promise of the COVAX Facility to ensure people from less wealthy countries are not left behind in the race for life-saving vaccines.""",3,unicef
10159137579319002,2021-02-24 03:19:05,Happening now!Ghana is the first country in the world to receive COVID-19 vaccines as part of COVAX a global initiative to ensure equitable access for everyone.UNICEF Ghana was live.February 24 at 2:39 AM ·Happening now at the Kotoka International Airport.#Ghana is the first country in the world to receive #COVID-19 #vaccines as part of the #COVAX initiative to ensure equitable access for everyone.UNICEF is pleased to support the largest vaccine procurement and supply operation.Many thanks to all partners!#VaccinesSaveLivesWorld Health Organization (WHO) Ministry of Health Ghana @Ministry of Health Ghana Ministry of Information - Ghana World Bank European Union in Ghana United Nations in Ghana UNICEF UNICEF Africa High Commission of Canada to Ghana Togo and Sierra Leone USAID - US Agency for International Development Gavi the Vaccine Alliance,4,unicef
